otherobjectid,objectid,filename,youtubeid,otheryoutubeid,title,date,date is approximate?,encounterdate,description,subject,location,degree-latitude,degree-longitude,format,latitude,longitude,type,language,rights,rightsstatement,object_template,object_download,image_small,image_thumb
storying129,salmopriest-criticalhabitat-salmodivide535outcropping-hoarymarmotwrestle0605,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmotWrestle0605.jpg,,,Marmot Wrestle,,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Outcropping,,,image/jpg,48.950421,-117.016485,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmotWrestle0605.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-salmodivide535outcropping-hoarymarmotwrestle0605_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-salmodivide535outcropping-hoarymarmotwrestle0605_th.jpg
storying130,salmopriest-criticalhabitat-salmodivide535outcropping-hoarymarmotwrestle20605,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmotWrestle20605.jpg,,,Marmot Wrestle,,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Outcropping,,,image/jpg,48.950421,-117.016485,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmotWrestle20605.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-salmodivide535outcropping-hoarymarmotwrestle20605_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-salmodivide535outcropping-hoarymarmotwrestle20605_th.jpg
storying131,salmopriest-criticalhabitat-salmodivide535rim-imag0004,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0004.jpg,,,Camera Setup,,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0004.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-salmodivide535rim-imag0004_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-salmodivide535rim-imag0004_th.jpg
storying132,salmopriest-criticalhabitat-salmodivide535rim-imag0005,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0005.jpg,,,Camera Setup,,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0005.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-salmodivide535rim-imag0005_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-salmodivide535rim-imag0005_th.jpg
storying133,salmopriest-criticalhabitat-salmodivide535rim-imag0006,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0006.jpg,,,Camera Setup,,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0006.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-salmodivide535rim-imag0006_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-salmodivide535rim-imag0006_th.jpg
storying134,salmopriest-criticalhabitat-salmodivide535rim-imag0007,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0007.jpg,,,Camera Setup,,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0007.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-salmodivide535rim-imag0007_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-salmodivide535rim-imag0007_th.jpg
storying135,salmopriest-criticalhabitat-salmodivide535rim-imag0008,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0008.jpg,,,Camera Assessment ,,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0008.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-salmodivide535rim-imag0008_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-salmodivide535rim-imag0008_th.jpg
storying136,salmopriest-criticalhabitat-salmodivide535rim-imag0009,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0009.jpg,,,Camera Assessment ,,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0009.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-salmodivide535rim-imag0009_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-salmodivide535rim-imag0009_th.jpg
storying137,salmopriest-criticalhabitat-salmodivide535rim-imag0010,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0010.jpg,,,Camera Assessment ,,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0010.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-salmodivide535rim-imag0010_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-salmodivide535rim-imag0010_th.jpg
storying138,salmopriest-criticalhabitat-salmodivide535rim-imag0011,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0011.jpg,,,Camera Assessment ,,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0011.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-salmodivide535rim-imag0011_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-salmodivide535rim-imag0011_th.jpg
storying139,salmopriest-criticalhabitat-salmodivide535rim-imag0012,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0012.jpg,,,Camera Assessment ,,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0012.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-salmodivide535rim-imag0012_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-salmodivide535rim-imag0012_th.jpg
storying140,salmopriest-criticalhabitat-salmodivide535rim-imag0013,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0013.jpg,,,Camera Assessment ,,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0013.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-salmodivide535rim-imag0013_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-salmodivide535rim-imag0013_th.jpg
storying141,salmopriest-criticalhabitat-salmodivide535rim-imag0014,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0014.jpg,,,Camera Assessment ,,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0014.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-salmodivide535rim-imag0014_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-salmodivide535rim-imag0014_th.jpg
storying142,salmopriest-criticalhabitat-salmodivide535rim-imag0015,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0015.jpg,,,Intersubjectivity ,,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0015.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-salmodivide535rim-imag0015_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-salmodivide535rim-imag0015_th.jpg
storying143,salmopriest-criticalhabitat-salmodivide535rim-imag0016,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0016.jpg,,,Decker Makes His Case,,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0016.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-salmodivide535rim-imag0016_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-salmodivide535rim-imag0016_th.jpg
storying144,salmopriest-criticalhabitat-salmodivide535rim-imag0017,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0017.jpg,,,Decker Departs Left,,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0017.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-salmodivide535rim-imag0017_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-salmodivide535rim-imag0017_th.jpg
storying145,salmopriest-criticalhabitat-salmodivide535rim-imag0018,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0018.jpg,,,Camera Assessment,,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0018.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-salmodivide535rim-imag0018_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-salmodivide535rim-imag0018_th.jpg
storying146,salmopriest-criticalhabitat-salmodivide535rim-imag0019,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0019.jpg,,,Applying Sealant ,,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0019.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-salmodivide535rim-imag0019_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-salmodivide535rim-imag0019_th.jpg
storying147,salmopriest-criticalhabitat-salmodivide535rim-imag0020,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0020.jpg,,,Gaze,,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0020.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-salmodivide535rim-imag0020_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-salmodivide535rim-imag0020_th.jpg
storying148,salmopriest-criticalhabitat-salmodivide535rim-imag0021,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0021.jpg,,,Jack Quartering Away,,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0021.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-salmodivide535rim-imag0021_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-salmodivide535rim-imag0021_th.jpg
storying149,salmopriest-criticalhabitat-salmodivide535rim-imag0022,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0022.jpg,,,Jack Points,,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0022.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-salmodivide535rim-imag0022_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-salmodivide535rim-imag0022_th.jpg
storying150,salmopriest-criticalhabitat-salmodivide535rim-imag0023,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0023.jpg,,,Jack Again,,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0023.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-salmodivide535rim-imag0023_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-salmodivide535rim-imag0023_th.jpg
storying151,salmopriest-criticalhabitat-salmodivide535rim-imag0024,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0024.jpg,,,Chris Final Assessment ,,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0024.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-salmodivide535rim-imag0024_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-salmodivide535rim-imag0024_th.jpg
storying152,salmopriest-criticalhabitat-salmodivide535rim-imag0025,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0025.jpg,,,Chris Head,,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0025.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-salmodivide535rim-imag0025_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-salmodivide535rim-imag0025_th.jpg
storying153,salmopriest-criticalhabitat-salmodivide535rim-imag0026,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0026.jpg,,,Salmo Priest Trail,,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0026.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-salmodivide535rim-imag0026_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-salmodivide535rim-imag0026_th.jpg
storying154,salmopriest-criticalhabitat-salmodivide535rim-imag0027,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0027.jpg,,,Jackass,,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0027.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-salmodivide535rim-imag0027_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-salmodivide535rim-imag0027_th.jpg
storying155,salmopriest-criticalhabitat-salmodivide535rim-imag0028,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0028.jpg,,,Fanny Pack,,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0028.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-salmodivide535rim-imag0028_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-salmodivide535rim-imag0028_th.jpg
storying156,salmopriest-criticalhabitat-salmodivide535rim-imag0029,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0029.jpg,,,Cold and Wet in Shorts,,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0029.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-salmodivide535rim-imag0029_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-salmodivide535rim-imag0029_th.jpg
